"user_id","work_id","mr_share"
"user_id","work_id","mr_share"
"user_id","work_id","mr_share"
"225","1555","50"
"223","1556","50"
"276","1557","33.329999999999998"
"416","1558","42.5"
"145","1559","50"
"416","1560","33.299999999999997"
"412","1562","100"
"192","1563","50"
"399","1564","100"
"119","1565","50"
"405","1566","33.329999999999998"
"345","1567","25"
"349","1568","25"
"207","1569","50"
"271","1570","50"
"276","1571","100"
"182","1572","50"
"271","1573","33.329999999999998"
"274","1574","50"
"408","1575","25"
"223","1576","100"
"280","1577","25"
"383","1578","15.01"
"412","1579","100"
"127","1580","50"
"119","1581","25"
"392","1582","3.7400000000000002"
"174","1583","15"
"256","1584",""
"186","1585","50"
"401","1586","50"
"351","1587","25"
"22","1588","50"
"266","1589","20"
"393","1590","12.5"
"354","1591","5"
"223","1592","100"
"182","1593","33.329999999999998"
"186","1594","50"
"223","1595","100"
"83","1596","25"
"197","1597","47"
"271","1598","50"
"114","1599","50"
"374","1600","25"
"186","1601","17.5"
"223","1602","50"
"271","1603","33.329999999999998"
"186","1604","33.329999999999998"
"46","1604","50"
"7","1607","100"
"144","1608","50"
"395","1609","50"
"401","1610","50"
"22","1611","20"
"262","1612",""
"262","1613","50"
"303","1614","50"
"262","1615",""
"36","1616","10"
"223","1617","50"
"36","1618","33.329999999999998"
"145","1619","50"
"100","1620","10"
"276","1621","50"
"345","1622","25"
"92","1623","100"
"262","1624",""
"401","1625","50"
"393","1626","15"
"114","1627","100"
"112","1629","25"
"145","1630","25"
"383","1631","25"
"326","1632","25"
"102","1633","6.6699999999999999"
"345","1634","21.25"
"186","1635","50"
"255","1637","25"
"365","1638","25"
"401","1639","100"
"152","1640","25"
"22","1641","50"
"145","1642","50"
"","",""
"401","1644","50"
"186","1645","25"
"374","1646","100"
"349","1647","25"
"133","1648","100"
"217","1649","50"
"163","1650","35"
"102","1651","14.279999999999999"
"152","1652","25"
"262","1653",""
"198","1654","5"
"152","1655","25"
"124","1657","50"
"262","1658",""
"301","1659","100"
"181","1660","100"
"157","1662","50"
"266","1663","50"
"401","1664","50"
"374","1665","15"
"319","1666","25"
"365","1667","50"
"276","1668","50"
"113","1669","50"
"46","","12.5"
"46","1671","50"
"168","1672","12.5"
"37","1673","50"
"383","1674","15"
"63","1675","50"
"277","1676","25"
"345","1677","25"
"414","1678","25"
"22","1679","16.66"
"205","1680","50"
"182","1681","50"
"85","1682","50"
"331","1683","33.329999999999998"
"322","1684","50"
"371","1685","10"
"181","1686","100"
"152","1687","25"
"345","1688","17.5"
"354","1670","10"
"363","2243","17.5"
"197","2266","49"
"","2267","25"
"","1693",""
"68","1694","25"
"392","1695","5"
"152","1696","15"
"23","2244","100"
"46","1698","6.6699999999999999"
"22","1699","20"
"337","1700","25"
"271","2245","43.75"
"119","1702","100"
"22","1703","30"
"256","1704","12.5"
"401","1705","50"
"380","1706","33.329999999999998"
"387","1707","25"
"186","1708","100"
"68","1709","25"
"351","1710","50"
"322","1711","0"
"271","1712","30"
"371","1713","25"
"28","1714","12.5"
"297","1715","16.670000000000002"
"90","1716","50"
"14","1717","50"
"392","1718","18.739999999999998"
"113","1719","50"
"145","1720","25"
"256","1721","25"
"303","1722","25"
"345","2246","18.75"
"337","1723","25"
"145","1725","50"
"112","1726","25"
"163","1727","50"
"19","1728","12.5"
"393","1729","25"
"162","1730","100"
"412","1731","100"
"342","1732","6"
"262","1733",""
"271","1734","50"
"293","1735","25"
"3","1736","50"
"179","1737","25"
"144","2269","25"
"75","2247","50"
"2","1740","50"
"339","1741","40"
"336","1742","50"
"336","1743","50"
"374","1744","25"
"271","1745","33.340000000000003"
"345","1746","25"
"322","1747","50"
"182","1748","50"
"266","1749","25"
"68","1750","25"
"303","1751","33.329999999999998"
"181","1751","100"
"75","1753","50"
"186","1754","25"
"255","1755","25"
"347","1757","25"
"271","1758","50"
"271","1759","30"
"303","1760","25"
"152","1761","25"
"152","1762","12.5"
"46","1763","2.5"
"74","1763","2.5"
"301","1765","100"
"167","1766","15"
"399","1767","25"
"2","1768","25"
"319","1769","25"
"399","1770","50"
"266","1771","30"
"374","1772","5"
"383","1773","100"
"271","1774","40"
"266","1775","50"
"271","1776","35"
"22","1777","20"
"75","1778","50"
"336","1779","50"
"167","1780","16.66"
"412","1781","100"
"324","1782","50"
"271","1783","50"
"223","1784","50"
"186","1786","50"
"167","1785",""
"225","1787","50"
"124","1788","100"
"262","1789","63"
"46","1790","25"
"339","1791",""
"186","1792","50"
"","1793","25"
"5","1794","50"
"46","1795","45"
"198","1796","5"
"","1797","50"
"280","1798","16.66"
"142","1799","50"
"297","1800","50"
"119","1801","100"
"186","1802","50"
"163","1803","45"
"276","1804","100"
"124","1805","100"
"119","1806","100"
"","1807","50"
"319","1808","25"
"19","1809","25"
"19","1810","11.5"
"5","1811","16.66"
"271","1812","40"
"142","1813","6.25"
"374","1814","25"
"113","1815","50"
"68","1816","25"
"168","1817","25"
"401","1818","100"
"260","1819","33.329999999999998"
"266","1820","50"
"365","1821","50"
"297","1822","50"
"348","1823","10"
"276","1824","100"
"108","1825","100"
"108","1826","100"
"3","1827","25"
"374","1828","12.5"
"133","1829","100"
"186","1830","100"
"399","1831","100"
"113","1832","50"
"167","1833","50"
"389","1834","15"
"412","1835","100"
"152","1836","33.329999999999998"
"271","1837","25"
"125","1838","100"
"102","1839","8.3300000000000001"
"186","1840","50"
"92","1841","100"
"19","1842","42.5"
"416","1843","33.299999999999997"
"276","1844","100"
"192","1845","50"
"223","1846","50"
"345","1847","25"
"186","1848","100"
"374","1849","8.75"
"276","1850","100"
"207","1851","12.5"
"46","2228","33.329999999999998"
"242","1851","50"
"351","1854","25"
"322","1855",""
"238","1856","50"
"186","1857","50"
"113","1858","50"
"223","1859","100"
"92","1860","100"
"186","1861","50"
"75","1862","15"
"319","1863","25"
"102","1864","33.329999999999998"
"162","1865","50"
"193","1866",""
"167","1867",""
"186","1868","25"
"22","1869","50"
"297","1870","25"
"90","1871","25"
"271","1872","16.66"
"108","1873","50"
"217","1874","50"
"85","1875","50"
"167","1876","50"
"253","1877","100"
"271","1878","50"
"262","1879","64"
"124","1880","100"
"3","1881","50"
"119","1882","100"
"345","1883","25"
"276","1884","100"
"401","1885","50"
"182","1886","16.66"
"192","1887","50"
"145","1888","50"
"205","1889","50"
"145","1890","50"
"145","1891","50"
"206","1892","12.5"
"198","1893","8.3300000000000001"
"393","1894","37.5"
"206","1895","7.1399999999999997"
"206","1896","25"
"198","1896","25"
"205","1898","12.5"
"28","1899","12.5"
"22","1900","20"
"186","1901","25"
"152","1902","25"
"399","1903","33.329999999999998"
"271","1904","50"
"399","1905","100"
"22","1906","33.329999999999998"
"276","1907","100"
"186","1908","50"
"276","1909","12.5"
"198","1910","25"
"168","1911","50"
"297","1912","12.5"
"192","1913","50"
"46","1914","11.75"
"192","1915","12.5"
"374","1916","25"
"100","1917","20"
"102","1918","75"
"145","1919","50"
"401","1920","50"
"297","1921","8.3300000000000001"
"85","1922","100"
"124","1923","100"
"223","1924","100"
"223","1925","100"
"182","1926","33.329999999999998"
"22","1927","50"
"339","1928",""
"36","1929","20"
"213","1930","15"
"152","1931","25"
"167","1932",""
"113","1933","50"
"37","1934","50"
"113","1935","25"
"5","1936","25"
"324","1937","50"
"23","1938","50"
"335","1939",""
"271","1940","50"
"145","1941","50"
"145","1942","50"
"300","1943","30"
"182","1944","33.329999999999998"
"346","1945","18.5"
"345","1945","18.5"
"278","1947","33.329999999999998"
"88","1948","12.5"
"342","1949","10"
"401","1950","50"
"163","1951","16.329999999999998"
"145","1952","50"
"142","1953","50"
"152","1954","16.66"
"401","1955","100"
"365","1956","50"
"401","1957","100"
"145","1958","50"
"207","1959","50"
"162","1960","10"
"186","1961","33.340000000000003"
"85","1962","100"
"223","1963","100"
"22","1964","25"
"276","1965","100"
"192","1966","50"
"276","1967","50"
"276","1968","50"
"276","1969","50"
"271","1970","5"
"335","1971","8.3399999999999999"
"5","1972","25"
"412","1973","100"
"75","1974","50"
"113","1975","50"
"182","1976","33.329999999999998"
"119","1977","50"
"88","1978","25"
"46","1979","75"
"163","1980","12.5"
"167","1981","50"
"163","1982","50"
"167","1983",""
"322","1984","50"
"186","1985","50"
"363","1986","16.68"
"92","1987","100"
"353","1988","45"
"276","1989","100"
"92","1990","100"
"192","1991","15"
"100","1992","25"
"167","1994","10"
"97","1995","50"
"262","1996",""
"411","1997","50"
"5","1999","50"
"223","2000","25"
"345","2001","12.5"
"420","2002","25"
"206","2003","12.5"
"145","2004","50"
"92","2005","50"
"75","2006","25"
"176","2007","9.3699999999999992"
"85","2009","100"
"23","2010","100"
"163","2011","50"
"69","2012","16.66"
"262","2013","71"
"276","2014","100"
"340","2015","50"
"256","2016","25"
"66","2017","16.66"
"186","2018","25"
"345","2019","25"
"163","2020","50"
"114","2021","100"
"283","2022","100"
"145","2023","50"
"174","2024","6.25"
"152","2025","33.329999999999998"
"113","2026","50"
"223","2027","33.329999999999998"
"353","2028",""
"324","2029","25"
"93","2030","25"
"217","2031","50"
"37","2032","26.66"
"271","2033","33.340000000000003"
"162","2034","100"
"345","2035","25"
"399","2036","25"
"399","2037","50"
"145","2038","50"
"163","2039","16.329999999999998"
"266","2040","50"
"152","2041","25"
"46","2042","12.5"
"399","2043","50"
"75","2044","50"
"198","2045","12.5"
"261","2046","25"
"152","2047","25"
"152","2048","25"
"192","2049","50"
"192","2050","50"
"242","2051","12.5"
"88","2052","50"
"74","2053","100"
"26","2054","50"
"163","2055","25"
"383","2056","15"
"5","2057","25"
"198","2058","12.5"
"392","2059","4.5"
"400","2060","100"
"","2061","10"
"374","2062","12.5"
"223","2063","50"
"192","2064","50"
"113","2065","50"
"129","2066","100"
"297","2067","16.670000000000002"
"85","2068","50"
"108","2069","25"
"271","2070","50"
"168","2071","50"
"412","2073","100"
"345","2074","12.5"
"374","2075","35"
"207","2076","50"
"399","2077","33.329999999999998"
"256","2078","25"
"152","2079","50"
"255","2080","15"
"113","2081","50"
"163","2082","15"
"68","2083","25"
"401","2084","50"
"407","2085","100"
"127","2086","17.5"
"266","2087","50"
"407","2088","100"
"46","2089","25"
"113","2090","50"
"401","2091","100"
"186","2092","33.340000000000003"
"271","2093","33.340000000000003"
"276","2094","100"
"324","2095","25"
"223","2096","50"
"125","2097","100"
"102","2098","33.329999999999998"
"163","2099","40"
"407","2100","50"
"407","2101","100"
"345","2102","10"
"369","2103","27.5"
"152","2104","50"
"290","2105","25"
"383","2106","100"
"19","2107","50"
"108","2108","100"
"108","2109","100"
"177","2110","10"
"182","2111","50"
"182","2112","50"
"145","2113","50"
"182","2114","50"
"145","2115","50"
"255","2116","10"
"256","2117","26.670000000000002"
"412","2118","100"
"152","2119","50"
"186","2120","33.340000000000003"
"355","2121","17.5"
"19","2122","8.3300000000000001"
"145","2123","50"
"68","2124","25"
"174","2125","20"
"163","2126","16.66"
"74","2127","100"
"74","2128","100"
"74","2129","100"
"74","2130","100"
"106","2131","50"
"206","2132","12.5"
"90","2133","50"
"322","2134","50"
"153","2135","50"
"390","2136","50"
"405","2137","33.340000000000003"
"186","2138","50"
"68","2139","25"
"85","2140","50"
"301","2141","100"
"401","2142","50"
"223","2143","25"
"75","2144","15"
"14","2145","50"
"271","2146","4"
"349","2147","25"
"401","2148","50"
"22","2149","50"
"197","2150","48"
"407","2151","50"
"75","2152","50"
"22","2153","50"
"152","2154","20"
"108","2155","33.329999999999998"
"85","2156","50"
"10","2157","5"
"46","2158","10"
"383","2159","33.329999999999998"
"371","2160","10"
"22","2161","50"
"399","2162","100"
"90","2163","50"
"168","2164","16.66"
"374","2165","20"
"14","2166","50"
"262","2167","100"
"103","22","25"
"321","28","25"
"43","38","50"
"34","54","50"
"163","56","25"
"378","73","8.3300000000000001"
"382","78","25"
"346","79","25"
"284","80","50"
"346","113","16.670000000000002"
"357","117","50"
"100","122","50"
"220","133","50"
"138","136","25"
"269","143","25"
"236","2232","50"
"28","149","10"
"346","164","25"
"93","178","7.5"
"55","182","50"
"166","185","5"
"167","198","5.5499999999999998"
"401","201","50"
"382","237","10"
"284","249","50"
"253","250","33.329999999999998"
"346","259","25"
"378","269","30"
"321","271","25"
"100","363","16.66"
"346","370","25"
"205","420","25"
"346","431","20"
"377","433","25"
"382","442","25"
"321","443","25"
"217","452",""
"195","464","10"
"346","468","50"
"346","482","25"
"347","483","33.329999999999998"
"217","501","50"
"346","505","25"
"","534","50"
"346","557","50"
"344","559","20.829999999999998"
"166","569","16.66"
"378","582","16.670000000000002"
"364","597","21.875"
"382","604","25"
"225","653","50"
"28","667","12.5"
"321","671","25"
"382","684","25"
"415","687","15"
"251","688","25"
"59","696","50"
"205","703","16.66"
"346","713","7.5"
"9","717","12.5"
"9","733","12.5"
"346","755","25"
"104","777","10"
"357","820","50"
"147","821","25"
"251","874","10"
"346","879","20"
"293","880","10"
"225","888","50"
"382","895","25"
"410","909","20"
"271","910","43.75"
"346","911","25"
"217","918","50"
"198","949","5"
"346","955","25"
"407","959","50"
"217","967","50"
"225","967","50"
"167","978","16.66"
"269","984","25"
"100","1016","25"
"346","1039","25"
"321","1053","25"
"100","1069","50"
"321","1085","25"
"271","1101","50"
"362","1103","25"
"152","1109","16.66"
"274","1114","20"
"378","1116","25"
"346","1117","25"
"329","1121","25"
"346","1157","25"
"12","1161","25"
"346","1165","18.75"
"392","1179",""
"205","1184","25"
"269","1188","25"
"10","1194","10"
"225","1212","50"
"205","1214","16.66"
"225","1217","50"
"346","1218","33.329999999999998"
"407","1229","50"
"346","1231","25"
"83","1245","25"
"225","1249","50"
"378","1316","16.670000000000002"
"293","1323","12.5"
"151","1362","12.5"
"346","1380","12.5"
"124","1386","25"
"225","1387","25"
"206","1420","16.66"
"346","1438","25"
"28","1458","11"
"325","1466","25"
"378","1471","16.670000000000002"
"148","1478","10"
"9","1481","16.66"
"205","1484","25"
"346","1499","25"
"346","1504","25"
"325","1510","25"
"225","1518","50"
"151","1520","16.66"
"321","1521","25"
"217","1555","25"
"346","1567","25"
"378","1600","25"
"346","1622","25"
"346","1634","21.25"
"225","1649","50"
"168","1661","50"
"321","1666","25"
"346","1677","25"
"415","1678","25"
"346","1688","17.5"
"124","2245","43.75"
"379","1706","33.329999999999998"
"357","1710","50"
"9","1714","12.5"
"311","1722","25"
"346","2246","18.75"
"43","1736","50"
"378","1744","25"
"346","1746","25"
"278","1749","25"
"321","1769","25"
"217","1787","50"
"366","1798","16.66"
"100","1799","50"
"321","1808","25"
"378","1814","25"
"43","1827","25"
"346","1847","25"
"378","1849","8.75"
"335","1851","50"
"321","1863","25"
"225","1874","50"
"","1878","50"
"346","1883","25"
"","1885","50"
"198","1892","12.5"
"198","1895","7.1399999999999997"
"269","1898","12.5"
"9","1899","12.5"
"93","1915","12.5"
"124","1940","50"
"297","1946","12.5"
"37","1953","50"
"346","2001","12.5"
"198","2003","12.5"
"346","2019","25"
"192","2030","25"
"225","2031","50"
"346","2035","25"
"206","2045","12.5"
"124","2070","50"
"346","2074","12.5"
"54","2086","17.5"
"346","2102","40"
"66","2131","50"
"198","2132","12.5"
"","2151","50"
"366","318","12.5"
"420","563","25"
"188","587","10"
"85","673","1"
"","701","25"
"188","702","15"
"","717","16.66"
"","723","16.66"
"","734","3"
"","738","50"
"","740","50"
"","786","25"
"36","797","3"
"","815","16.66"
"","829","33.329999999999998"
"318","892","25"
"242","894","50"
"","920","25"
"188","973","25"
"","1033","50"
"","1049","25"
"","1050","10"
"323","1061","35"
"","1067","25"
"","1086","25"
"","1095","14"
"","1101","7.1399999999999997"
"","1109","50"
"","1164","12.5"
"","1193","25"
"391","10","5"
"318","28","25"
"318","271","25"
"318","443","25"
"377","582","50"
"318","671","25"
"106","693","16.66"
"318","1053","25"
"318","1085","25"
"","1098","4"
"198","1198","16.66"
"366","1207","16.66"
"36","1373","1"
"377","1471","16.66"
"48","1481","50"
"318","1521","25"
"318","1666","25"
"318","1769","25"
"188","1789","1"
"318","1808","25"
"318","1863","25"
"261","1895","7.1399999999999997"
"127","2045","25"
"347","104","20"
"100","108","16.670000000000002"
"206","347",""
"","575","3.3399999999999999"
"374","861","12.5"
"","1077","17.5"
"296","1118","1"
"","1152","25"
"","1152","5"
"293","1766","15"
"","235","5"
"198","1118","1"
"206","1118","1"
"","235","5"
"","1994","14.06"
"582","2168","30"
"119","2008","100"
"","",""
"339","2170",""
"","2170",""
"","5",""
"424","2189","20"
"320","443","25"
"417","364","25"
"366","368","50"
"167","405","18.25"
"188","550","10"
"320","671","25"
"216","777","10"
"188","1168","15"
"296","1198","16.66"
"188","1234","3"
"303","1243","50"
"163","1326","25"
"188","1373","1"
"365","1423","33.329999999999998"
"416","1437","50"
"","1438",""
"366","1577","25"
"427","","30"
"320","1769","25"
"427","","25"
"201","1895","7.1399999999999997"
"101","1899","50"
"427","","25"
"390","1979","25"
"296","2003","12.5"
"54","2045","25"
"427","","25"
"","",""
"430","3211","5"
"429","3211","5"
"402","2180","10"
"22","2181","20"
"271","2182","50"
"124","2182","50"
"390","2183","10"
"399","2184","50"
"371","2186",""
"426","2187","35"
"424","2187","35"
"425","2187","5"
"424","2188","20"
"426","2188","20"
"425","2188","5"
"426","2189","25"
"425","2189","15"
"434","2190","6"
"186","1643","50"
"186","2192","50"
"186","2193","50"
"186","2194","50"
"186","2196","40"
"186","2197","40"
"186","2199","50"
"186","2200","50"
"186","2195","50"
"437","2202","10"
"437","2203","13.4"
"437","2204","33.329999999999998"
"371","2204","33.329999999999998"
"436","2205","15"
"436","2206","10.5"
"7","2264","100"
"7","2276","100"
"435","1032","12.5"
"435","1517","12.5"
"435","1828","12.5"
"438","2270","10"
"439","2271","5"
"437","0","10"
"440","2272",".5"
"","",""
"441","2273","10"
"442","2275","2.5"
"435","2311","50"
"246","471","10"
"401","2312","100"
"401","2312","100"
"399","2314","100"
"64","2315","12.5"
"266","2323","20"
"63","2319","50"
"163","2324","6.6699999999999999"
"163","2325","12.5"
"358","2327","50"
"145","2328","12.5"
"145","2339","20"
"145","2340","10"
"392","2341","2.1899999999999999"
"392","2329","12.5"
"392","2330","10"
"74","2331","20"
"345","2333","33"
"345","2334","33"
"167","2335","20"
"102","2337","50"
"323","2338","50"
"431","2345","25"
"398","2345","25"
"401","2346","50"
"401","2347","50"
"433","2348","15"
"266","2355","17.5"
"","",""
"369","2359","50"
"145","2362","25"
"145","2366","50"
"145","2373","10"
"145","2376","50"
"145","2380","10"
"145","2388","50"
"145","2389","50"
"","",""
"117","2363","50"
"303","2364","25"
"142","2365","50"
"100","2365","50"
"102","2367","20"
"142","2368","100"
"401","2434","20"
"145","2391","50"
"145","2393","10"
"117","2394","50"
"379","2395","50"
"379","2369","50"
"117","2370","50"
"379","2371","33"
"223","2374","50"
"117","2375","50"
"117","2378","50"
"358","2379","50"
"63","2381","50"
"117","2382","50"
"144","2384","16.66"
"303","2386","33.329999999999998"
"303","2387","33.329999999999998"
"323","2387","33.329999999999998"
"5","2396","9"
"144","2397","15"
"117","2398","50"
"145","2399","10"
"358","2400","50"
"148","2401","12.5"
"323","2401","20"
"117","2402","50"
"323","2403","25"
"326","2404","100"
"145","2405","33.299999999999997"
"358","2407","33.299999999999997"
"379","2408","33"
"358","2409","33.299999999999997"
"145","2411","20"
"100","2412","33.299999999999997"
"407","2413","100"
"145","2414","50"
"303","2415","99"
"340","2416","50"
"379","2417","33"
"326","2418","100"
"117","2419","50"
"117","2420","50"
"303","2421","99"
"117","2422","50"
"255","2423","50"
"303","2424","99"
"145","2425","33.299999999999997"
"145","2426","50"
"145","2427","50"
"145","2428","50"
"117","2429","50"
"303","2430","99"
"145","2431","50"
"63","2432","99"
"238","2433","100"
"504","2435","50"
"504","2436","50"
"504","2437","50"
"504","2439","50"
"403","593","50"
"504","2440","50"
"572","675","20.829999999999998"
"408","2441","16"
"504","2443","33.329999999999998"
"408","2473","25"
"504","2472","50"
"117","2475","30"
"504","2477","37"
"504","2480","37"
"504","2481","50"
"504","2482","50"
"266","2354","17.5"
"504","2485","50"
"504","2486","50"
"504","2487","50"
"504","2488","50"
"504","2489","33.329999999999998"
"504","2490","50"
"504","2491","50"
"504","2496","50"
"504","2502","50"
"504","2503","40"
"504","2504","50"
"504","2505","33.329999999999998"
"504","2506","37"
"504","2507","504"
"504","2508","50"
"504","2509","50"
"504","2510","50"
"504","2511","50"
"504","2512","33.329999999999998"
"435","2513","8"
"374","2513","8"
"401","2313","100"
"401","2515","100"
"401","2516","100"
"401","2517","100"
"401","2518","100"
"401","2519","100"
"401","2520","50"
"401","2521","50"
"504","2524","50"
"401","2522","50"
"401","2523","50"
"407","2514","100"
"435","2529","16"
"435","2530","16"
"","2171",""
"436","2538","7.5"
"436","2539","20"
"436","2540","10"
"436","2541","15"
"151","2568","20"
"90","2570",""
"102","2571","27.5"
"90","2572","99"
"90","2573","99"
"90","2574","99"
"90","2575","99"
"1083","1083",""
"576","1083","33.329999999999998"
"576","1226","33.329999999999998"
"576","1219","25"
"576","2061","10"
"401","2576","100"
"579","2577","5"
"152","2578","60"
"365","2580","50"
"431","2579","25"
"398","2579","25"
"419","2581","30"
"325","2582","25"
"19","2583","50"
"90","2584","99"
"90","2585","99"
"168","2586","50"
"145","2587","10"
"293","121","10"
"19","2588","25"
"379","2589","50"
"379","2590","50"
"379","2591","33"
"379","2592","50"
"379","2593","33"
"379","2594","33"
"112","2595","16.66"
"293","2596","99"
"90","2597","99"
"117","2598","50"
"90","2599","99"
"90","2600","99"
"","2601","99"
"","2602","99"
"103","2603","14.289999999999999"
"90","2604","99"
"223","2605","50"
"90","2606","99"
"117","2607","50"
"90","2608","99"
"90","2609","99"
"90","2610","99"
"90","2611","99"
"117","2612","50"
"358","2613","50"
"145","2614","33.299999999999997"
"145","2615","50"
"145","2616","50"
"145","2617","10"
"90","2618","99"
"90","2619","99"
"103","2620","12.5"
"63","2622","50"
"117","2623","50"
"90","2624","99"
"356","2625","100"
"90","2626","99"
"144","2627","16.66"
"419","2628","25"
"186","2629","75"
"416","2630","50"
"103","2631","25"
"374","2632","25"
"152","2633","33.299999999999997"
"90","2634","99"
"28","2635","25"
"9","2636","25"
"90","2637","99"
"186","2638","50"
"145","2639","10"
"407","2640","100"
"323","2641","33.299999999999997"
"242","2642","50"
"144","2643","20"
"145","2644","50"
"152","2645","100"
"90","2646","99"
"64","2648","50"
"145","2649","50"
"14","2650","11"
"401","2651","50"
"401","2652","34"
"145","2653","10"
"145","2654","10"
"167","2655","15"
"332","2656","100"
"238","2657","33.299999999999997"
"223","2658","100"
"416","2659","20"
"152","2660","10"
"","2661","99"
"326","2662","25"
"","2663","99"
"","2664","99"
"371","2665","8.3300000000000001"
"182","2666","33.299999999999997"
"401","2667","20"
"207","2668","50"
"192","2669","50"
"192","2670","50"
"407","2671","100"
"401","2672","33.329999999999998"
"399","2673","33.299999999999997"
"10","2674","25"
"5","2675","50"
"46","2676","99"
"167","2677","12.5"
"407","2678","100"
"326","2679","100"
"2","2680","99"
"2","2681","99"
"163","2682","8.3300000000000001"
"2","2683","99"
"401","2684","33.329999999999998"
"300","2685","16.800000000000001"
"365","2686","50"
"401","2687","100"
"2","2688","99"
"2","2689","99"
"407","2690","100"
"407","2691","100"
"145","2692","25"
"163","2693","20"
"223","2694","100"
"163","2695","9.0899999999999999"
"407","2696","100"
"401","2697","100"
"407","2698","100"
"407","2699","100"
"88","2700","50"
"93","2701","33.299999999999997"
"377","2702","50"
"358","2703","50"
"236","2704","25"
"63","2705","50"
"371","2706","25"
"416","2707","50"
"416","2708","50"
"384","2709","50"
"88","2710","99"
"145","2711","10"
"145","2712","50"
"300","2713","33.299999999999997"
"2","2716","99"
"100","2717","10"
"2","2718","99"
"390","2715","100"
"390","2714","100"
"401","2719","50"
"363","2720","20"
"157","2721","20"
"","2723","99"
"167","2724","25"
"168","2725","50"
"407","2726","100"
"145","2727","20"
"358","2728","50"
"","2730","99"
"148","2731","50"
"117","2732","50"
"358","2733","50"
"167","2734","100"
"142","2735","25"
"293","2736","99"
"358","2737","33.299999999999997"
"358","2738","50"
"374","2739","33.299999999999997"
"358","2741","50"
"","2742","99"
"293","2743","99"
"186","2744","37.5"
"","2746","99"
"424","2745","20"
"358","2747","50"
"278","2748","16.66"
"362","2749","50"
"358","2750","50"
"163","2751","25"
"362","2752","99"
"145","2753","50"
"145","2754","50"
"358","2755","33.299999999999997"
"22","2756","99"
"416","2757","16.600000000000001"
"","2758","99"
"358","2759","99"
"401","2760","100"
"293","2761","99"
"182","2762","50"
"401","2763","50"
"407","2764","100"
"378","1916","25"
"174","2765","99"
"401","2766","100"
"358","2767","25"
"145","2768","25"
"205","1888","50"
"326","2769","100"
"416","2770","50"
"401","2771","100"
"22","2772","45"
"145","2773","50"
"326","2774","50"
"5","2775","50"
"163","2776","99"
"152","2777","12.5"
"407","2778","33.299999999999997"
"19","2779","25"
"271","2780","36"
"401","2781","100"
"119","2782","100"
"10","2783","50"
"401","2784","50"
"358","2785","50"
"401","2786","33.329999999999998"
"358","2787","33.329999999999998"
"278","2788","16.66"
"401","2789","50"
"242","2790","12.5"
"379","2791","33"
"407","2792","100"
"401","2793","33.329999999999998"
"68","2794","100"
"5","2795","50"
"2","2796","99"
"358","2797","16.66"
"390","1790","25"
"371","2798","10"
"385","2799","100"
"416","2800","16.600000000000001"
"163","2801","25"
"163","2802","99"
"103","2803","99"
"435","2804","4.0599999999999996"
"358","2805","33.299999999999997"
"303","2806","99"
"407","2807","100"
"69","2808","20"
"407","2809","100"
"416","2810","50"
"332","2811","100"
"385","2812","33.299999999999997"
"365","2813","100"
"358","2814","50"
"","2815","99"
"22","2816","50"
"145","2817","20"
"339","2818","99"
"163","1749","50"
"223","2819","100"
"401","2820","100"
"168","2821","50"
"251","2822","13.33"
"40","2822","13.33"
"103","2823","20"
"167","1735","25"
"401","2824","50"
"163","2825","8.3300000000000001"
"145","2826","55"
"163","2827","99"
"358","2828","33.299999999999997"
"133","2829","50"
"258","2830","50"
"152","2831","14.300000000000001"
"332","2832","25"
"374","2833","100"
"407","2834","100"
"401","2835","100"
"351","2836","10"
"303","2837","99"
"401","2838","100"
"256","2839","50"
"69","2840","50"
"145","2841","16"
"301","2842","100"
"117","2844","33.299999999999997"
"407","2845","100"
"37","2846","100"
"145","2847","25"
"46","2848","12.5"
"278","2849","16.66"
"371","","99"
"371","2850","99"
"223","2851","50"
"407","2852","100"
"162","1656","25"
"100","2853","75"
"358","2854","50"
"323","2855","50"
"358","2856","50"
"358","2857","50"
"407","2858","100"
"383","2859","15"
"407","2860","100"
"358","2861","50"
"54","2862","12.5"
"145","1636","50"
"152","2863","25"
"378","2864","33.329999999999998"
"163","2865","16.66"
"401","2866","50"
"22","2867","50"
"142","1621","50"
"358","2868","33.299999999999997"
"168","2869","50"
"358","2870","50"
"358","2871","33.299999999999997"
"256","2872","37.5"
"260","2873","10"
"354","2874","99"
"407","2875","100"
"365","2876","50"
"271","2877","30"
"358","2878","50"
"266","2879","25"
"293","1606","50"
"223","2880","100"
"40","2881","8.3300000000000001"
"341","2882","4.2000000000000002"
"358","2883","50"
"74","2884","33.299999999999997"
"358","2885","33.299999999999997"
"238","2886","99"
"163","2887","25"
"416","2888","50"
"407","2889","100"
"407","2890","100"
"358","2891","50"
"163","2892","18.100000000000001"
"417","2893","37.5"
"163","1538","5.5800000000000001"
"168","2894","50"
"223","2895","100"
"407","2896","100"
"145","1527","16.66"
"242","1523","50"
"407","2897","100"
"401","2898","100"
"145","2899","50"
"3158","3518","12.5"
"256","2900","50"
"256","2901","25"
"407","2902","100"
"358","2903","33.299999999999997"
"46","2904","99"
"358","2905","25"
"217","2906","50"
"358","2907","50"
"401","2908","100"
"163","2909","12.5"
"162","1498","25"
"162","2910","25"
"392","2911","99"
